Review,Year,user_id,Location,Helpful votes,Country,Country_code,Cleaned,Label_1,Label_2,Label_3,Label,
"The CEO has been playing a high risk game last years, but SAS has actually been in much deeper trouble. Business daily newspapers have routinely declared SAS bankrupt during the last 10-15 years.",2019,OsloViking,"Oslo, Norway",83,Norway,26,the ceo playing high risk game last years sas actually much deeper trouble. business daily newspapers routinely declared sas bankrupt last years.,0,2,2,2,
"If Norwegian were in deep trouble they would have been sold to Lufthansa or IAG, that both are trying to buy it (Norwegian has so far refused to accept any bids). And they have also a lot of investors that are willing to invest more billions on the company. Norwegian is doing much better than anyone would expect at the momen, and presented a surprisingly good result for the last 3 months today. Shouldn't be any bigger risk to buy tickets from them than any other European aricraft.
Edited: 4 years ago",2019,karsten99,Oslo,1,Norway,26,if norwegian deep trouble would sold lufthansa iag trying buy norwegian far refused accept bids. and also lot investors willing invest billions company. norwegian much better anyone would expect momen presented surprisingly good result last months today. shouldnt bigger risk buy tickets european aricraft.edited: years ago,1,1,1,1,
"Lionheart - source? Not a good idea spreading unsubstantiated rumors.
Despite losses last year their share price is increasing, professional investors investing - https://www.aftenposten.no/norge/i/m6doeE/Kjos-lover-bedre-tider-for-Norwegian
https://www.aftenposten.no/okonomi/i/5V4nkz/Lufthansa-vurderer-a-kjope-Norwegian
https://www.aftenposten.no/okonomi/i/yvbKAJ/Norwegian-kan-bli-kjopt-opp-av-British-Airways-eier
Open in Chrome browser for translation.
Edited: 4 years ago",2019,dyoll,"Oslo, Norway",47,Norway,26,lionheart source not good idea spreading unsubstantiated rumors.despite losses last year share price increasing professional investors investing open chrome browser translation.edited: years ago,0,0,0,0,
And https://www.dagbladet.no/tema/knalltall-fra-kjos/70010051,2019,dyoll,"Oslo, Norway",47,Norway,26,and,1,0,0,0,
"Hello
Its been over a year now since DFDS Seaways ended the route which I had dreamed to travel on for many years and never got round to.
There have been rumors on websites such as Yahoo Answers of the service restarting with a different operator, possibly next summer - does anyone have any further information on this?
My question is, are there any mini cruises to Norway from anywhere easily accessable by car/train/plane from the UK?
I look forward to your replies
many thanks",2010,thenewwales94,"Reading, United...",81,Norway,26,helloits year since dfds seaways ended route i dreamed travel many years never got round to.there rumors websites yahoo answers service restarting different operator possibly next summer anyone information thismy question mini cruises norway anywhere easily accessable cartrainplane uki look forward repliesmany thanks,0,0,0,0,
"Hmm, depends if you look for cruises to Norway or within Norway.
Within Norway you may consider Hurtigruten.
http://www.visitnorway.com/en/Stories/What-to-do/Cruise-in-Norway/
Some cruises depart (I think) from british north sea harbours or from Copenhagen.
http://www.cruisenorway.co.uk/
http://www.virginholidayscruises.co.uk/destinations/norway/",2010,OsloViking,"Oslo, Norway",83,Norway,26,hmm depends look cruises norway within norway.within norway may consider hurtigruten.some cruises depart i think british north sea harbours copenhagen.,1,1,0,1,
"Thanks very much - I guess mini cruises depart Dover/Harwich/Newcastle from here in the UK
I have found a Hurtigruten cruise from Dover - Oslo/Stavanger/Bergen but it is expensive for me - and not so 'mini'!
More replies please!",2010,thenewwales94,"Reading, United...",81,Norway,26,thanks much i guess mini cruises depart doverharwichnewcastle uki found hurtigruten cruise dover oslostavangerbergen expensive minimore replies please,0,1,1,1,
Try to google.,2010,OsloViking,"Oslo, Norway",83,Norway,26,try google.,1,0,2,#N/A,
I would like information about 9days in warsaw and krakow I will be 6 adult 1 child and will be there on June /July 2018 thank you,2018,Joe S,"Valletta, Malta",3,Poland,27,i would like information days warsaw krakow i adult child june july thank,0,0,0,0,
"Here is a specific answer to your very specific question :-)
https://en.wikipedia.org/wiki/Poland",2018,Jozin,Poland,65,Poland,27,here specific answer specific question :,1,0,1,1,
"See the guides at TA, pick what is interesting for you and come back with more specific questions.",2018,Piotr Z,"Warsaw, Poland",3,Poland,27,see guides ta pick interesting come back specific questions.,0,0,0,0,
Best start at the beginning. Buy a travel guide to Poland. Lonely Planet guides are excellent.,2018,generator5000,"County Cork, Ireland",51,Poland,27,best start beginning. buy travel guide poland. lonely planet guides excellent.,1,1,1,1,
"What do you want the information to be about? How many days in each destination? It depends on your interests and what you want to see, and which city you arrive and depart from. Approximately 4 days in one city and 5 in the other.
What to see or do? It depends on your interests.What are they? How old and fit are you and the child?
What hotels to stay at? Depends on your budget and preferences. What are they?
Where to eat? Again, depends on budget and preferences.
It's a good advice already mentioned, to check the tripadvisor site about Poland or buy a guidebook and learn a little bit on tour own, then come back and we'll be happy to answer your more specific questions.
Edited: 5 years ago",2018,Maria7744,"Warsaw, Poland",No Rating,Poland,27,what want information how many days destination it depends interests want see city arrive depart from. approximately days one city other.what see it depends interests.what how old fit childwhat hotels stay depends budget preferences. what theywhere eat again depends budget preferences.its good advice already mentioned check tripadvisor site poland buy guidebook learn little bit tour come back well happy answer specific questions.edited: years ago,0,0,1,0,
"Thank you for your interest. We are 2adult age 51, 4 age 23 and 3 years old girl.We will arrive wednesday and depart on saturday .We can arrive at warsaw and depart from krakow it doesn't make difference.We like to go on a mountain because in Malta there isn't any . And we like to stay at a apartment as well .I am in search of any suggestions.
. Thank you
Joe",2018,Joe S,"Valletta, Malta",3,Poland,27,thank interest. we adult age age years old girl.we arrive wednesday depart saturday .we arrive warsaw depart krakow doesnt make difference.we like go mountain malta isnt . and like stay apartment well .i search suggestions.. thank youjoe,1,0,0,0,
"If you like to go to the mountains, you definitely should go to Zakopane ( or the nearby villages). The best (warmest) month is July, but you might have some rainy days ( thats why I suggest at least 3 nights in the mountains ( for me- the longer, the better, but I love mountains and hiking).
You could , for example, spend 3 nights in Warsaw and 3 in Krakow and 3 in Zakopane. ( I usually stay in Murzasichle and take shuttles to trailheads, but for a shorter stay it is better to stay in the centre of things, that is - Zakopane.
For hotels and apartments and houses I like to use booking.com, but you might use any other search engine you like. Put your dates, your number of people and check some filters you want and you will have some options to choose from.
You can try the following link for inspiration ...
https://www.booking.com/searchresults.pl.html?aid=311097&label=hotel-tatra-zakopane-tp9G6mo_RMh4kRdb2gas4wS161688500622%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap1t1%3Aneg%3Afi%3Atiaud-261710242782%3Akwd-4688300565%3Alp1011419%3Ali%3Adec%3Adm&sid=bceb37c038f0acb6524acb36b9218ef5&age=3&checkin_month=7&checkin_monthday=3&checkin_year=2018&checkout_month=7&checkout_monthday=5&checkout_year=2018&city=-538221&class_interval=1&dtdisc=0&fe_new_tab=1&genius_rate=1&group_adults=6&group_children=1&inac=0&index_postcard=0&label_click=undef&no_rooms=3&oos_flag=0&postcard=0&room1=A%2CA&room2=A%2CA&room3=A%2CA%2C3&sb_price_type=total&src=searchresults&ss=Zakopane&ss_all=0&ssb=empty&sshis=0&ssne=Zakopane&ssne_untouched=Zakopane&=&=&lsf=bun%7C4%7C-1&nflt=bun%3D4%3Bht_id%3D201%3Bht_id%3D213%3Bht_id%3D220%3Bht_id%3D228%3B&unchecked_filter=bun
Edited: 5 years ago",2018,Maria7744,"Warsaw, Poland",No Rating,Poland,27,if like go mountains definitely go zakopane nearby villages. the best warmest month july might rainy days thats i suggest least nights mountains longer better i love mountains hiking.you could example spend nights warsaw krakow zakopane. i usually stay murzasichle take shuttles trailheads shorter stay better stay centre things zakopane.for hotels apartments houses i like use booking.com might use search engine like. put dates number people check filters want options choose from.you try following link inspiration ...edited: years ago,0,1,1,1,
Thank you.,2018,Joe S,"Valletta, Malta",3,Poland,27,thank you.,1,1,1,1,
"For 6 adults, I will definitely choose apartments, not hotels - airbnb is a good option
Book in advance, as summer holidays starts quite early this year - 22nd July and Poland is getting more and more popular. My friends last year could not find any place to stay in Zakopane (mountains) last year. It was fully booked during the summer time.
Are you going to rent a car or use public transport? If public, communte by train between Warsaw and Cracow. It's the fastest and most convinient way.
If you plan to rent a car, I will not go to Zakopane, but to some more quiet place nearby. There are some great places to stay (in term of standard):
- Apartamenty Odlot ==> http://apartamentyodlot.pl/#apartament
- Apartamenty Malinka ==> http://www.apartamentymalinka.pl/
- Apartamenty Tobaszówla ==> https://www.booking.com/hotel/pl/tabaszowka.pl.html
- 1050 Apartments: https://www.booking.com/hotel/pl/apartamenty-1050-npm.pl.html
- Villa Miodiula ==> http://www.villamiodula.pl/room-results
- Karpielówka ==> http://karpielowka.com/",2018,MonkaMMM,,8,Poland,27,for adults i definitely choose apartments hotels airbnb good optionbook advance summer holidays starts quite early year nd july poland getting popular. my friends last year could find place stay zakopane mountains last year. it fully booked summer time.are going rent car use public transport if public communte train warsaw cracow. its fastest convinient way.if plan rent car i go zakopane quiet place nearby. there great places stay term standard: apartamenty odlot apartamenty malinka apartamenty tobaszwla apartments: villa miodiula karpielwka,0,1,1,1,
"And one more thing. There are two websites with quite decent deals for hotels:
https://travelist.pl/
https://triverna.pl/",2018,MonkaMMM,,8,Poland,27,and one thing. there two websites quite decent deals hotels:,1,1,0,1,
"This topic has been closed to new posts due to inactivity.
What are forum guidelines?",2019,,,,Poland,27,this topic closed new posts due inactivity.what forum guidelines,2,0,0,0,
"Hello
We are looking at going to Poland for approx 11-12 days. We went to Kraków last year and loved it. We were thinking of going there again plus Poznań, Wroclaw or Warsaw and Gdańsk. But not sure. Is Poznań worth visiting? Is there somewhere else?
What places do you recommend visiting and how long would you spend in each place?
Thanks in advance.
Louise",2022,Louise,"Preston, United...",12,Poland,27,hellowe looking going poland approx days. we went krakw last year loved it. we thinking going plus pozna wroclaw warsaw gdask. but sure. is pozna worth visiting is somewhere elsewhat places recommend visiting long would spend placethanks advance.louise,1,0,0,0,
you'll need all 12 days....yes poznan is charming and besides it makes for a perfect stop off between gdansk and wroclaw.....you could also include torun and zakopane in the mountains but you'll need more time.....overweight your time in gdansk because it and the side trips are that good....the rest (including krakow only because you have been there before) you can give equal time,2022,Casey128@aol.com,"Dallas, Texas",No Rating,Poland,27,youll need days....yes poznan charming besides makes perfect stop gdansk wroclaw.....you could also include torun zakopane mountains youll need time.....overweight time gdansk side trips good....the rest including krakow give equal time,1,1,1,1,
"You can do a 1 night stop in Poznań. If you like mountins and hiking you can go to Karkonosze (ex Karpacz or Szklarska Poreba) or Walbrzych to see Książ Castle or Klodzko
If you want to explore Lower Silesia you can spend there for ex 4 nights, 1 night in Poznan, 3-4 nights in Gdansk and max 2 nights in Warsaw
Edited: 1 year ago",2022,uhu-82,"Warsaw, Poland",4,Poland,27,you night stop pozna. if like mountins hiking go karkonosze ex karpacz szklarska poreba walbrzych see ksi castle klodzkoif want explore lower silesia spend ex nights night poznan nights gdansk max nights warsawedited: year ago,0,1,1,1,
"Thank you, that’s really helpful. 😊",2022,Louise,"Preston, United...",12,Poland,27,thank thats really helpful.,1,1,1,1,
"I am coming to Portugal for 10 days the last week of July, Can someone recommend the best places to see in 10 days across Portugal, also recommend transportation.",2018,alain,victoriaville,1,Portugal,28,i coming portugal days last week july can someone recommend best places see days across portugal also recommend transportation.,1,0,0,0,
"Your question is far to vague to be able to give a proper answer. What places have you investigated? What are your interests and dislikes? Do you prefer to rent a car and drive everywhere or don't object to using trains and buses?
Please give some more information.",2018,cubsur,"Albufeira, Portugal",70,Portugal,28,your question far vague able give proper answer. what places investigated what interests dislikes do prefer rent car drive everywhere dont object using trains busesplease give information.,1,0,0,0,
"Here's for inspiration, https://www.visitportugal.com/brochures/EN/Itineraries/html5/index.html?&locale=PTG",2018,ptnov64,"Lisbon, Portugal",55,Portugal,28,heres inspiration,0,1,0,0,
"I want to see Lisbon and Porto for sure, want to see the most I can, like to know what other places I should see in 10 days. Want to see some beaches also. I will not be driving, I will be using train and buses.",2018,alain,victoriaville,1,Portugal,28,i want see lisbon porto sure want see i like know places i see days. want see beaches also. i driving i using train buses.,1,0,1,1,
thank you,2018,alain,victoriaville,1,Portugal,28,thank,1,1,1,1,
If you're not driving then you have lots of beaches around Lisbon and Porto(and even Coimbra) that are reachable by public transports,2018,ptnov64,"Lisbon, Portugal",55,Portugal,28,if youre driving lots beaches around lisbon portoand even coimbra reachable public transports,1,1,1,1,
"This topic has been closed to new posts due to inactivity.
What are forum guidelines?",2019,,,,Portugal,28,this topic closed new posts due inactivity.what forum guidelines,0,0,0,0,
The wife and I are going to Portugal the middle of September 2009 for two weeks. We are sure where to go in Portugal other then Lisbon. I need suggestions from someone that has been there.,2009,Jack-TRIP,"Denver, Colorado",3,Portugal,28,the wife i going portugal middle september two weeks. we sure go portugal lisbon. i need suggestions someone there.,1,0,0,0,
"I'm not really sure what you meant with your post. If you are sure where to go outside Lisbon you want tips for Lisbon, is that it?
Also if you would say something about what are your interests that might help...",2009,Joontns,Lisbon,55,Portugal,28,im really sure meant post. if sure go outside lisbon want tips lisbon italso would say something interests might help...,0,0,0,0,
I think he means that he is NOT sure where to go in Portugal other then Lisbon.,2009,Welshtraveller111,"Wales, United...",631,Portugal,28,i think means not sure go portugal lisbon.,1,0,2,#N/A,
"I guess it all depends on what you like in a vacation. I go to Portugal every 3 years or so and just drive around for 10-14 days and see new things.
Northern Portugal is beautiful and has alot of history. This would be cities like Braga. I would at least go as far North as Porto and spend a few days there.
On the way down you can travel down the coast to places like Coimbra and Aveiro which are great historic cities. Aveiro has a beautiful canal area with restaurants and bars. Figueira da Foz and Nazare are a few good beach/port cities to visit.
Right outside of Lisbon I definately recommend Obidos, Sintra and Cascais. Stop by the national palace in Sintra.
In the south, Evora is worth a stop. Its one of the oldest and I think its one of the most beautiful cities of Portugal. Its southwest of Lisbon and a few hours away. If you like history, its the place to go.
All the way in the south you have the Algarve which is more of a tourist area but still worth a stop. Try Lago or Portimao. Albufeira is a it crowded.
Need any help....feel free to sen dme a message.",2009,cgd284,New Jersey,29,Portugal,28,i guess depends like vacation. i go portugal every years drive around days see new things.northern portugal beautiful alot history. this would cities like braga. i would least go far north porto spend days there.on way travel coast places like coimbra aveiro great historic cities. aveiro beautiful canal area restaurants bars. figueira da foz nazare good beachport cities visit.right outside lisbon i definately recommend obidos sintra cascais. stop national palace sintra.in south evora worth stop. its one oldest i think one beautiful cities portugal. its southwest lisbon hours away. if like history place go.all way south algarve tourist area still worth stop. try lago portimao. albufeira crowded.need help....feel free sen dme message.,0,1,1,1,
"Thanks to those that answered my request for info on Portugal, particularly cgd284. We have been to Spain many times and love it, so decided to see Portugal. I was hoping that some of you that have there would say, you gotta see this, you gotta see that. We enjoy the history, the churches, the museums, etc. In Spain you go to Ronda for the history of Romans. You go to Granada for Muslim influence, etc. Thanks again.",2010,Jack-TRIP,"Denver, Colorado",3,Portugal,28,thanks answered request info portugal particularly cgd. we spain many times love decided see portugal. i hoping would say gotta see gotta see that. we enjoy history churches museums etc. in spain go ronda history romans. you go granada muslim influence etc. thanks again.,1,1,1,1,
"We just returned from three weeks in Portugal. We started on Madeira, which was even more beautiful than I expected. You can fly there on TAP airliine from Lisbon at low cost, and it is wonderful. From there we spent three days in Lisbon, five days in the Douro Valley and the rest of our time in Porto.
Both Lisbon and Porto are very interesting. I like Porto best -- we stayed at Pestano Hotel, right on the river, a great location. We rode the double-deck tour bus around, a good idea, and I walked a lot.
The Douro Valley is exceptionally beautiful, but one day there would have been enough. It was hot, and few people speak any English. I would recommend a tour from Porto to see the gorgeous vineyards, or a boat trip from Porto.
I hope this is helpful and would be glad to give more info if you have questions.",2010,WhyNotPatty,"Asheville, North...",55,Portugal,28,we returned three weeks portugal. we started madeira even beautiful i expected. you fly tap airliine lisbon low cost wonderful. from spent three days lisbon five days douro valley rest time porto.both lisbon porto interesting. i like porto best stayed pestano hotel right river great location. we rode doubledeck tour bus around good idea i walked lot.the douro valley exceptionally beautiful one day would enough. it hot people speak english. i would recommend tour porto see gorgeous vineyards boat trip porto.i hope helpful would glad give info questions.,1,1,1,1,
"This topic has been closed to new posts due to inactivity.
What are forum guidelines?",2010,,,,Portugal,28,this topic closed new posts due inactivity.what forum guidelines,2,0,0,0,
Do they take nhs covid pass away 23rdoct,2022,Maureen D,"Sale, United Kingdom",No Rating,Portugal,28,do take nhs covid pass away rdoct,0,0,0,0,
"Hi, we will be exploring the east half of the Slovak Republic by car in May, I am looking for recommendations for a good guidebook(s). We already own Lonely planets 2004 edition of C&S Republics that We used for the Czech side 2 years ago. How easy is it to find private rooms (zimmer? sobe?) and what price ranges can we expect for a double? Thanks, John & Robin",2007,crzn,"Florence, Oregon",100,Slovak+Republic,29,hi exploring east half slovak republic car may i looking recommendations good guidebooks. we already lonely planets edition cs republics we used czech side years ago. how easy find private rooms zimmer sobe price ranges expect double thanks john robin,0,0,0,0,
"Hi,
I'm not quite sure what do you mean by ""east half of SR"" ;-), but it would be piece of cake to get cheap accomodation in May (off-season) - and no matter whether private or ho(s)tel. The prices may vary but generally, 25-35 USD should be enough.
Frankly, I'm not a big fan of Lonely Planet's (general info for ourageous price). Nevertheless, I still don't know what your particular interests are, so I can't be more specific. There are some guidebooks but I prefer web sources...
That's it, feel free to ask for more and take care,
tOPsEEK",2007,tOPsEEK,Smolenice & Trnava,No Rating,Slovak+Republic,29,hiim quite sure mean east half sr would piece cake get cheap accomodation may offseason matter whether private hostel. the prices may vary generally usd enough.frankly im big fan lonely planets general info ourageous price. nevertheless i still dont know particular interests i cant specific. there guidebooks i prefer web sources...thats feel free ask take caretopseek,0,1,1,1,
"Rasto , Thanks for the reply. I will post some specific questions regarding our itinerary later. For now are you familiar with the guidebook"" Slovakia-Traveling around regions"" I am considering purchasing it from panorama.sk but the shipping costs to California are pretty high. I am looking for a book that will help inspire our trek in May. We like to visit castles and good ruins and old towns with good architecture. If the book would be a help We will probably go ahead and pay the shipping. Thanks again, John & Robin (sorry for the double post, just want to be sure you see it)",2007,crzn,"Florence, Oregon",100,Slovak+Republic,29,rasto thanks reply. i post specific questions regarding itinerary later. for familiar guidebook slovakiatraveling around regions i considering purchasing panorama.sk shipping costs california pretty high. i looking book help inspire trek may. we like visit castles good ruins old towns good architecture. if book would help we probably go ahead pay shipping. thanks john robin sorry double post want sure see,1,1,1,1,
"This topic has been closed to new posts due to inactivity.
What are forum guidelines?",2010,,,,Slovak+Republic,29,this topic closed new posts due inactivity.what forum guidelines,2,0,0,0,
"My husband and I would like to plan a road trip through the Czech Republic and Slovakia, beginning and ending in Vienna. We are most interested in life in the countryside, including a trip to my husband's great grandmother's town of Tichy Potok in Slovakia. We are also a falconry family, and would like to meet falconers in these countries.
Any suggestions regarding routes, places to stay, special sights or hiking trails, or opportunities to meet with falconers?
We plan to rent a car (standard transmission, IDP obtained) in Vienna to make this road trip. What is the best way to purchase vignettes in the three countries?
Thank you!
Janice",2017,Janice L,"Ferndale, Washington",No Rating,Slovak+Republic,29,my husband i would like plan road trip czech republic slovakia beginning ending vienna. we interested life countryside including trip husbands great grandmothers town tichy potok slovakia. we also falconry family would like meet falconers countries.any suggestions regarding routes places stay special sights hiking trails opportunities meet falconerswe plan rent car standard transmission idp obtained vienna make road trip. what best way purchase vignettes three countriesthank youjanice,1,0,0,0,
Janice as your query mainly concerns what to do in the Czech and Slovak Republics you should ask it in the respective country forums. A car hired in Vienna should already have an Austria vignette.,2017,Norman C,"Colne, United...",206,Slovak+Republic,29,janice query mainly concerns czech slovak republics ask respective country forums. a car hired vienna already austria vignette.,1,0,1,1,
"Hi,
if you rent a car in Austria there should be a Vignette on the car.
Best Regards
Claudia",2017,austriatourism,"Vienna, Austria",No Rating,Slovak+Republic,29,hiif rent car austria vignette car.best regardsclaudia,0,0,1,0,
Nice of you to take the time to reinforce what I already said Claudia.,2017,Norman C,"Colne, United...",206,Slovak+Republic,29,nice take time reinforce i already said claudia.,0,0,1,0,
"The Czech one can be bought at any petrol station before the border - stay clear of Prague if you have a car as it is not suited for cars, neither is Brno or any other larger city in the Czech Republic, or anywhere else in Central Europe, for that matter. Make sure your headlights are on at all times - that is the same in Slovakia - stick to the speed limits, and stop at stop signs. Also beware of the main highway signs - they can get you in sticky situations if you are not careful, and are ubiquitous in all the countries you mention. Make sure you affix the vignette as described (in English), or it will be invalid and the police relish handing out fines.
Buy your Slovak one here, you need the car details first of course https://www.eznamka.sk/selfcare/home/ or you can get one at border crossings (BEFORE you cross of course), but the border crossings aren't always obvious.
As mentioned, the Austrian vignette should be attached ;)",2017,GCEK,"Brno, Czech Republic",40,Slovak+Republic,29,the czech one bought petrol station border stay clear prague car suited cars neither brno larger city czech republic anywhere else central europe matter. make sure headlights times slovakia stick speed limits stop stop signs. also beware main highway signs get sticky situations careful ubiquitous countries mention. make sure affix vignette described english invalid police relish handing fines.buy slovak one need car details first course get one border crossings before cross course border crossings arent always obvious.as mentioned austrian vignette attached,1,1,2,1,
"Claudia, we are considering a similar trip and I appreciate your input.
I'm not sure how cheeky Norman C's response was intended to be but it comes across as demeaning.
I always appreciate a local's input on legal matters. Much more than someone many miles and countries away.
I also see no harm in inquiring here about a trip originating in Vienna that involves adjoining countries which locals might travel to frequently.
It kinda makes sense to me.
Thanks, Claudia!",2017,shortysboyKansas,Kansas City...,75,Slovak+Republic,29,claudia considering similar trip i appreciate input.im sure cheeky norman cs response intended comes across demeaning.i always appreciate locals input legal matters. much someone many miles countries away.i also see harm inquiring trip originating vienna involves adjoining countries locals might travel frequently.it kinda makes sense me.thanks claudia,1,1,2,1,
"GCEK, thanks to you, too :)",2017,shortysboyKansas,Kansas City...,75,Slovak+Republic,29,gcek thanks :,0,1,1,1,
"BTW Norman is a long-established expert on Vienna, so any of his contributions on the subject make mine pale into insignificance.",2017,GCEK,"Brno, Czech Republic",40,Slovak+Republic,29,btw norman longestablished expert vienna contributions subject make mine pale insignificance.,1,0,1,1,
"This topic has been closed to new posts due to inactivity.
What are forum guidelines?",2018,,Europe,,Slovak+Republic,29,this topic closed new posts due inactivity.what forum guidelines,2,0,0,0,
"Hi guys. Staying here. But want to catch the train to either Kosice or Presov for a day. Hard trying to find how to get to these cities by rail? Can anybody make any credible suggestions? If I need to stay over night at one of these cities, so be it.",2022,Greg S,"Adelaide, Australia",394,Slovak+Republic,29,hi guys. staying here. but want catch train either kosice presov day. hard trying find get cities rail can anybody make credible suggestions if i need stay night one cities it.,1,0,0,0,
"From 'there' to 'somewhere' https://koleo.pl/
During holiday period POLREGIO used to provide ""Wojak Szwejk"" train to Slovakia.",2022,Hoshi San,"Yokohama, Japan",88,Slovak+Republic,29,from somewhere during holiday period polregio used provide wojak szwejk train slovakia.,0,1,0,0,
"Can you help me, please.
First trip to Slovenia, by car. 30 days. 7 cities. 4 days in each city. (From May to June 2018 )
This places are good or not?: Ljubljana, kranjska Gora, Bled, Bovex, Piran, Lendava and Kranj.(I believe that this city is near the Ljubljana Airport = perfect to return the car)
Give me your opinion, and exchange if necessary. thanks. Alfredo.
Edited: 5 years ago",2018,Alfredo_Pinheiro,"Rio de Janeiro, RJ",60,Slovenia,30,can help please.first trip slovenia car. days. cities. days city. from may june this places good not: ljubljana kranjska gora bled bovex piran lendava kranj.i believe city near ljubljana airport perfect return cargive opinion exchange necessary. thanks. alfredo.edited: years ago,1,0,0,0,
"I am with you for Ljubljana, Kranjska Gora, Bovec and Piran. When in Ljubljana you can easy do trips to Bled and Bohinj. Bovec je ideal for Soca Valley and Piran for Istria. I would go for Maribor instead of Lendava to explore east of the country. There is no point to stay in Kranj as you can reach the airport from Ljubljana in 30 min.
You can go south east to Dolenjska and Bela Krajina as there are many nice places and spas there.",2018,astiskovski,Washington/UK...,3,Slovenia,30,i ljubljana kranjska gora bovec piran. when ljubljana easy trips bled bohinj. bovec je ideal soca valley piran istria. i would go maribor instead lendava explore east country. there point stay kranj reach airport ljubljana min.you go south east dolenjska bela krajina many nice places spas there.,0,1,1,1,
"Phew, a month in Slovenia. Rarely seen. Personally I would skip larger towns, except Ljubljana. Instead of towns decide for areas; Notranjska, Dolenjska, Gorenjska, Primorska, Prekmurje would be my choices.
Ljubljana is an obvious choice. Also Bovec as it is far and difficult to reach. 4 days in Piran can easily be 2 days too many, but then, you have the whole Istria to explore. Prekmurje is less visited but very nice area, with many hot springs. I am not that much impressed by Maribor, but it might be appealing to younger crowds. Kranj, as said above, only 30 minutes from Ljubljana, no need to stay there.
You could also spend some time in Goriška Brda. Look on internet for Bizeljsko. Phew again, myself I would have problems deciding where to stay for a whole month in Slovenia ... after living all my life here :-))",2018,xelas,"Ljubljana, Slovenia",51,Slovenia,30,phew month slovenia. rarely seen. personally i would skip larger towns except ljubljana. instead towns decide areas notranjska dolenjska gorenjska primorska prekmurje would choices.ljubljana obvious choice. also bovec far difficult reach. days piran easily days many whole istria explore. prekmurje less visited nice area many hot springs. i much impressed maribor might appealing younger crowds. kranj said minutes ljubljana need stay there.you could also spend time gorika brda. look internet bizeljsko. phew i would problems deciding stay whole month slovenia ... living life :,1,2,2,2,
Thanks for helping me make an opinion.,2018,Alfredo_Pinheiro,"Rio de Janeiro, RJ",60,Slovenia,30,thanks helping make opinion.,0,1,1,1,
"If I had a month of not-working in Slovenia, it wouldn't be enough! I am actually living in Slovenia for 15 years and there are still so many places where I'd like to go. But this all depends on your interests. I am a biologist and local nature guide in Southern Slovenia, you can check my website (don't forget the blog) for some ideas: http://www.natureincolour.eu",2018,NatureinColour,Slovenia,No Rating,Slovenia,30,if i month notworking slovenia wouldnt enough i actually living slovenia years still many places id like go. but depends interests. i biologist local nature guide southern slovenia check website dont forget blog ideas:,1,1,1,1,
Thanks for helping me make an opinion.,2018,Alfredo Pin,"Rio de Janeiro, RJ",9,Slovenia,30,thanks helping make opinion.,1,1,1,1,
"This topic has been closed to new posts due to inactivity.
What are forum guidelines?",2019,,,,Slovenia,30,this topic closed new posts due inactivity.what forum guidelines,0,0,0,0,
"I'm visiting Hungary/Croatia this summer. (late May/most of June) My Hungarian amigo mentioned Slovenia as being beautiful and worth a visit. I'm trying to avoid western Europe as the dollar is worth diddly, and western Europe is expensive anyway. I know Slovenia now uses the Euro, does that mean Slovenia is now ridiculously pricey as well?
If so, maybe I'll only spend a few dyas there, if so, what might be people top 2 or 3 places to see? Including the capital. Thanks all, JPoole.",2008,jpoole,"Santa Fe, New Mexico",9,Slovenia,30,im visiting hungarycroatia summer. late maymost june my hungarian amigo mentioned slovenia beautiful worth visit. im trying avoid western europe dollar worth diddly western europe expensive anyway. i know slovenia uses euro mean slovenia ridiculously pricey wellif maybe ill spend dyas might people top places see including capital. thanks jpoole.,1,0,0,0,
"one pizza 5,5euros! one capucino 1€! a beer may be 2!
hostel 1pax, 20-25euro!
Ljubljana, Lakes Bled-Bohin and Postojna caves with Lipica stud and our tinny Adriatic coast...
one liter gasoline 1,1€!",2008,SiEagle,"Radovljica, Slovenia",3,Slovenia,30,one pizza euros one capucino beer may hostel pax euroljubljana lakes bledbohin postojna caves lipica stud tinny adriatic coast...one liter gasoline,0,1,1,1,
"Actually after use of euro prices of everything went up. So it is not so inexpencive as may many people think.
If you will visit Hungary and Croatia I suggest you to visit Ptuj, which is on the way to Croatia. That beautiful town with historical heritage. Museum in castle is in my opinion worth seeing. They had nice collection of medieval arms, musical instruments etc. In Ptuj is also a spa, wich is really nice.
If you had any further question just ask.",2008,LilliMarleen,"Maribor, Slovenia",70,Slovenia,30,actually use euro prices everything went up. so inexpencive may many people think.if visit hungary croatia i suggest visit ptuj way croatia. that beautiful town historical heritage. museum castle opinion worth seeing. they nice collection medieval arms musical instruments etc. in ptuj also spa wich really nice.if question ask.,1,1,1,1,
Thank you Ms Marlene. I WILL ask you some more questions as my departure time nears! Thanks again!,2008,jpoole,"Santa Fe, New Mexico",9,Slovenia,30,thank ms marlene. i will ask questions departure time nears thanks,0,1,1,1,
"This topic has been closed to new posts due to inactivity.
What are forum guidelines?",2010,,,,Slovenia,30,this topic closed new posts due inactivity.what forum guidelines,1,0,0,0,
